"","business_id","stars"
"463834","GeZiOW34ZL6jC9g-mq9QvA",4
"463835","vAyQDNs9lu_8hT20lleGqg",1
"463913","mvhokWwVKgfE-koLlc4VEw",5
"463916","nDT0T3yW6G89vzdx4p_P4A",4
"463952","25CzbDgm1MsT31NhA6KYog",5
"464006","uSANDilamc1QSiCinFSKYw",2
"464083","loXkZgAd70KMjP8ISCnZPQ",4
"464136","7U73RqIg6JA0WThxWUV3uA",3
"464153","vEwazCciremwBgkRJgfXtw",3
"464189","hwe7f0QthkND-H4Ekg37qw",5
"464308","cRTkev8c66o6q6v7FstjLA",5
"464559","7U73RqIg6JA0WThxWUV3uA",5
"464566","oaTbZh8B-IVFEwbzJcIOBg",5
"464622","i55cm4i5C7fSCVONIQ8DRg",5
"464627","25CzbDgm1MsT31NhA6KYog",5
"464662","tZB8K6RP7BPou0X2tZ-hDg",1
"464737","LbeJgPgKKHw5qH0f02NHEQ",5
"464867","cjKplU8iMakS8Q7ZorzYVA",4
"464871","ja7zjowr6ymsVglQXZZ6BA",3
"464874","KLvpdtFYUi1I0LNsmIqeJw",4
"464936","LbeJgPgKKHw5qH0f02NHEQ",5
"464972","7U73RqIg6JA0WThxWUV3uA",5
"464994","oaTbZh8B-IVFEwbzJcIOBg",5
"464999","-865Ps6xb3h1LP67JcQ3mA",5
"465038","7U73RqIg6JA0WThxWUV3uA",1
"465119","MA5R-mV6ljRM1MK6Mdiv5g",2
"465236","nDT0T3yW6G89vzdx4p_P4A",1
"465277","hwe7f0QthkND-H4Ekg37qw",5
"465339","LbeJgPgKKHw5qH0f02NHEQ",1
"465345","TTVXY5vOJDqC0_Je8UhK8A",2
"465355","-865Ps6xb3h1LP67JcQ3mA",5
"465359","LbeJgPgKKHw5qH0f02NHEQ",3
"465386","i55cm4i5C7fSCVONIQ8DRg",2
"465485","ja7zjowr6ymsVglQXZZ6BA",1
"465487","-_DxZ8gKU50sfuZEu4ypKg",3
"465537","vEwazCciremwBgkRJgfXtw",4
"465545","zXJilaBN28oUdX7Owf0fRA",5
"465555","vsoEZauF4lrADIqCYXySFQ",1
"465676","oaTbZh8B-IVFEwbzJcIOBg",1
"465680","BBpEOprko-9I8bnon9N0ew",5
"465688","zXJilaBN28oUdX7Owf0fRA",5
"465722","LbeJgPgKKHw5qH0f02NHEQ",3
"465763","hwe7f0QthkND-H4Ekg37qw",5
"465846","7U73RqIg6JA0WThxWUV3uA",4
"465868","7U73RqIg6JA0WThxWUV3uA",4
"465903","vEwazCciremwBgkRJgfXtw",2
"466035","DA3Dzic8NAJ0LYnYZG9nyQ",2
"466199","vEwazCciremwBgkRJgfXtw",5
"466201","nDT0T3yW6G89vzdx4p_P4A",5
"466358","tZB8K6RP7BPou0X2tZ-hDg",1
"466563","m4DwPVxmFDQE_FnGIOa3cQ",4
"466666","7U73RqIg6JA0WThxWUV3uA",5
"466727","7U73RqIg6JA0WThxWUV3uA",1
"466752","7U73RqIg6JA0WThxWUV3uA",5
"466776","nDT0T3yW6G89vzdx4p_P4A",2
"466802","7U73RqIg6JA0WThxWUV3uA",5
"466871","cRTkev8c66o6q6v7FstjLA",4
"466895","t4rBeSFDfwvaIbLftLlhig",5
"466993","nDT0T3yW6G89vzdx4p_P4A",5
"467066","m4DwPVxmFDQE_FnGIOa3cQ",3
"467089","m4DwPVxmFDQE_FnGIOa3cQ",4
"467114","oaTbZh8B-IVFEwbzJcIOBg",5
"467128","i55cm4i5C7fSCVONIQ8DRg",5
"467203","r5Ka92j1QFklGABmJKD03Q",4
"467246","7U73RqIg6JA0WThxWUV3uA",3
"467272","i6CxDaUKAj-HKWijwY9yGg",2
"467300","oaTbZh8B-IVFEwbzJcIOBg",5
"467378","LbeJgPgKKHw5qH0f02NHEQ",3
"467412","25CzbDgm1MsT31NhA6KYog",4
"467470","vsoEZauF4lrADIqCYXySFQ",4
"467478","ja7zjowr6ymsVglQXZZ6BA",1
"467516","MwsGayIlUkXQ46mkmV3jlA",2
"467609","zXJilaBN28oUdX7Owf0fRA",2
"467700","nDT0T3yW6G89vzdx4p_P4A",5
"467729","LbeJgPgKKHw5qH0f02NHEQ",5
"467783","DA3Dzic8NAJ0LYnYZG9nyQ",5
"467857","ja7zjowr6ymsVglQXZZ6BA",1
"467917","MA5R-mV6ljRM1MK6Mdiv5g",5
"467971","LbeJgPgKKHw5qH0f02NHEQ",5
"468013","LbeJgPgKKHw5qH0f02NHEQ",5
"468071","uSANDilamc1QSiCinFSKYw",1
"468077","ja7zjowr6ymsVglQXZZ6BA",1
"468238","i_t8WTwztuHweRqQ89hmuQ",4
"468243","Bv1AGJ3p_X35tqUcVDrpHg",5
"468244","i55cm4i5C7fSCVONIQ8DRg",3
"468345","ejdBoVvEdn5fdycuJRen8Q",5
"468483","hoGyiTjrri-Sq3-EaO7Kpw",3
"468510","-_DxZ8gKU50sfuZEu4ypKg",5
"468519","DA3Dzic8NAJ0LYnYZG9nyQ",4
"468547","25CzbDgm1MsT31NhA6KYog",3
"468593","i55cm4i5C7fSCVONIQ8DRg",4
"468614","7HVeDuuAy5NM5pdeZJ-lzg",1
"468666","DA3Dzic8NAJ0LYnYZG9nyQ",5
"468775","-_DxZ8gKU50sfuZEu4ypKg",5
"468798","7U73RqIg6JA0WThxWUV3uA",3
"468806","7OKQ4ENVfPfxtDqFOG7x0g",5
"468825","WcHMfQZzs3G5UVY_zBB2FA",5
"468868","7U73RqIg6JA0WThxWUV3uA",4
"468944","vAyQDNs9lu_8hT20lleGqg",5
"468985","25CzbDgm1MsT31NhA6KYog",5
"469006","hoGyiTjrri-Sq3-EaO7Kpw",5
"469022","ff-gd07sG0Y_4i67LqORSA",1
"469122","7U73RqIg6JA0WThxWUV3uA",5
"469132","LbeJgPgKKHw5qH0f02NHEQ",4
"469203","7U73RqIg6JA0WThxWUV3uA",5
"469256","zXJilaBN28oUdX7Owf0fRA",5
"469372","vAyQDNs9lu_8hT20lleGqg",4
"469390","-_DxZ8gKU50sfuZEu4ypKg",1
"469507","7U73RqIg6JA0WThxWUV3uA",5
"469622","-865Ps6xb3h1LP67JcQ3mA",5
"469672","WcHMfQZzs3G5UVY_zBB2FA",4
"469708","uSANDilamc1QSiCinFSKYw",4
"469733","-_DxZ8gKU50sfuZEu4ypKg",4
"469738","ejdBoVvEdn5fdycuJRen8Q",3
"469797","7U73RqIg6JA0WThxWUV3uA",5
"469940","vsoEZauF4lrADIqCYXySFQ",1
"470018","-_DxZ8gKU50sfuZEu4ypKg",5
"470030","GeZiOW34ZL6jC9g-mq9QvA",1
"470033","ja7zjowr6ymsVglQXZZ6BA",1
"470063","cRTkev8c66o6q6v7FstjLA",5
"470073","7U73RqIg6JA0WThxWUV3uA",2
"470106","nDT0T3yW6G89vzdx4p_P4A",5
"470149","LbeJgPgKKHw5qH0f02NHEQ",5
"470174","TTVXY5vOJDqC0_Je8UhK8A",1
"470271","zXJilaBN28oUdX7Owf0fRA",3
"470279","vsoEZauF4lrADIqCYXySFQ",2
"470368","-_DxZ8gKU50sfuZEu4ypKg",3
"470371","hoGyiTjrri-Sq3-EaO7Kpw",1
"470381","Bv1AGJ3p_X35tqUcVDrpHg",3
"470397","m4DwPVxmFDQE_FnGIOa3cQ",2
"470432","7U73RqIg6JA0WThxWUV3uA",5
"470454","zXJilaBN28oUdX7Owf0fRA",5
"470466","7U73RqIg6JA0WThxWUV3uA",5
"470558","t4rBeSFDfwvaIbLftLlhig",5
"470723","i6CxDaUKAj-HKWijwY9yGg",4
"470732","i_t8WTwztuHweRqQ89hmuQ",2
"470814","R_Z2wQ5dSBihyGVwDFKaeg",5
"470818","DA3Dzic8NAJ0LYnYZG9nyQ",1
"470834","-865Ps6xb3h1LP67JcQ3mA",5
"470865","QvKN1zh_BCFai6oDCx3d_g",5
"470876","7OKQ4ENVfPfxtDqFOG7x0g",3
"470929","7U73RqIg6JA0WThxWUV3uA",2
"470938","ff-gd07sG0Y_4i67LqORSA",4
"470942","vEwazCciremwBgkRJgfXtw",1
"470972","i55cm4i5C7fSCVONIQ8DRg",5
"471021","ejdBoVvEdn5fdycuJRen8Q",4
"471133","-_DxZ8gKU50sfuZEu4ypKg",5
"471135","loXkZgAd70KMjP8ISCnZPQ",5
"471176","ImzivIgEc3XHpAYJyMQnxA",1
"471184","LbeJgPgKKHw5qH0f02NHEQ",4
"471195","7U73RqIg6JA0WThxWUV3uA",5
"471247","nDT0T3yW6G89vzdx4p_P4A",5
"471263","7U73RqIg6JA0WThxWUV3uA",2
"471473","-_DxZ8gKU50sfuZEu4ypKg",3
"471514","7U73RqIg6JA0WThxWUV3uA",5
"471537","m4DwPVxmFDQE_FnGIOa3cQ",5
"471548","vEwazCciremwBgkRJgfXtw",5
"471606","DA3Dzic8NAJ0LYnYZG9nyQ",4
"471613","vEwazCciremwBgkRJgfXtw",3
"471671","cRTkev8c66o6q6v7FstjLA",5
"471699","LbeJgPgKKHw5qH0f02NHEQ",2
"471726","DA3Dzic8NAJ0LYnYZG9nyQ",1
"471775","ff-gd07sG0Y_4i67LqORSA",5
"471828","i_t8WTwztuHweRqQ89hmuQ",4
"471996","loXkZgAd70KMjP8ISCnZPQ",4
"472107","25CzbDgm1MsT31NhA6KYog",5
"472140","vEwazCciremwBgkRJgfXtw",5
"472176","eXJEiAuNRLbU5EzdAkj9yQ",5
"472249","i55cm4i5C7fSCVONIQ8DRg",5
"472278","ff-gd07sG0Y_4i67LqORSA",5
"472301","m4DwPVxmFDQE_FnGIOa3cQ",5
"472325","-_DxZ8gKU50sfuZEu4ypKg",3
"472331","25CzbDgm1MsT31NhA6KYog",4
"472353","m4DwPVxmFDQE_FnGIOa3cQ",2
"472356","7OKQ4ENVfPfxtDqFOG7x0g",3
"472371","vsoEZauF4lrADIqCYXySFQ",4
"472442","-_DxZ8gKU50sfuZEu4ypKg",4
"472523","-_DxZ8gKU50sfuZEu4ypKg",5
"472524","25CzbDgm1MsT31NhA6KYog",5
"472556","7U73RqIg6JA0WThxWUV3uA",5
"472595","vAyQDNs9lu_8hT20lleGqg",2
"472598","7U73RqIg6JA0WThxWUV3uA",4
"472623","TTVXY5vOJDqC0_Je8UhK8A",5
"472673","R_Z2wQ5dSBihyGVwDFKaeg",4
"472791","mvhokWwVKgfE-koLlc4VEw",1
"472831","7HVeDuuAy5NM5pdeZJ-lzg",1
"472886","-_DxZ8gKU50sfuZEu4ypKg",4
"472924","nDT0T3yW6G89vzdx4p_P4A",5
"473075","25CzbDgm1MsT31NhA6KYog",5
"473160","hoGyiTjrri-Sq3-EaO7Kpw",5
"473251","nDT0T3yW6G89vzdx4p_P4A",2
"473285","ff-gd07sG0Y_4i67LqORSA",5
"473344","TTVXY5vOJDqC0_Je8UhK8A",2
"473442","7OKQ4ENVfPfxtDqFOG7x0g",4
"473558","7U73RqIg6JA0WThxWUV3uA",4
"473644","r5Ka92j1QFklGABmJKD03Q",1
"473672","LbeJgPgKKHw5qH0f02NHEQ",5
"473759","LbeJgPgKKHw5qH0f02NHEQ",3
"473792","i6CxDaUKAj-HKWijwY9yGg",2
"473803","loXkZgAd70KMjP8ISCnZPQ",4
"473815","cjKplU8iMakS8Q7ZorzYVA",5
"473859","hoGyiTjrri-Sq3-EaO7Kpw",1
"473865","t4rBeSFDfwvaIbLftLlhig",5
"473884","cRTkev8c66o6q6v7FstjLA",5
"473975","m4DwPVxmFDQE_FnGIOa3cQ",4
"474008","nDT0T3yW6G89vzdx4p_P4A",2
"474011","cjKplU8iMakS8Q7ZorzYVA",4
"474046","ff-gd07sG0Y_4i67LqORSA",5
"474098","tZB8K6RP7BPou0X2tZ-hDg",1
"474131","OmP2SCE411tncZ8umlP0Ag",5
"474183","oaTbZh8B-IVFEwbzJcIOBg",4
"474202","i_t8WTwztuHweRqQ89hmuQ",4
"474252","25CzbDgm1MsT31NhA6KYog",4
"474253","i55cm4i5C7fSCVONIQ8DRg",5
"474307","7U73RqIg6JA0WThxWUV3uA",5
"474324","TTVXY5vOJDqC0_Je8UhK8A",1
"474326","nDT0T3yW6G89vzdx4p_P4A",4
"474417","vEwazCciremwBgkRJgfXtw",5
"474536","7U73RqIg6JA0WThxWUV3uA",3
"474555","Kxlt3ZNmTzbxRFYelWAmKA",1
"474561","7U73RqIg6JA0WThxWUV3uA",5
"474588","vsoEZauF4lrADIqCYXySFQ",5
"474597","ejdBoVvEdn5fdycuJRen8Q",5
"474662","7U73RqIg6JA0WThxWUV3uA",4
"474664","oaTbZh8B-IVFEwbzJcIOBg",5
"474685","Bv1AGJ3p_X35tqUcVDrpHg",5
"474692","zXJilaBN28oUdX7Owf0fRA",1
"474760","zXJilaBN28oUdX7Owf0fRA",5
"474761","ImzivIgEc3XHpAYJyMQnxA",4
"474815","zXJilaBN28oUdX7Owf0fRA",5
"474828","hoGyiTjrri-Sq3-EaO7Kpw",5
"474839","ff-gd07sG0Y_4i67LqORSA",5
"474845","7U73RqIg6JA0WThxWUV3uA",3
"474854","LbeJgPgKKHw5qH0f02NHEQ",1
"474859","i6CxDaUKAj-HKWijwY9yGg",1
"474893","BpU9-wcOWyKcVtkvnfRazA",5
"474894","LbeJgPgKKHw5qH0f02NHEQ",5
"474908","hwe7f0QthkND-H4Ekg37qw",4
"474972","m4DwPVxmFDQE_FnGIOa3cQ",5
"474996","Bv1AGJ3p_X35tqUcVDrpHg",1
"475009","BBpEOprko-9I8bnon9N0ew",1
"475064","nDT0T3yW6G89vzdx4p_P4A",3
"475134","GeZiOW34ZL6jC9g-mq9QvA",3
"475147","25CzbDgm1MsT31NhA6KYog",5
"475154","nDT0T3yW6G89vzdx4p_P4A",5
"475189","-865Ps6xb3h1LP67JcQ3mA",5
"475228","nDT0T3yW6G89vzdx4p_P4A",1
"475233","zXJilaBN28oUdX7Owf0fRA",4
"475242","-_DxZ8gKU50sfuZEu4ypKg",3
"475273","LbeJgPgKKHw5qH0f02NHEQ",1
"475292","ja7zjowr6ymsVglQXZZ6BA",3
"475298","cRTkev8c66o6q6v7FstjLA",5
"475348","7OKQ4ENVfPfxtDqFOG7x0g",1
"475479","vsoEZauF4lrADIqCYXySFQ",2
"475495","LbeJgPgKKHw5qH0f02NHEQ",5
"475517","ejdBoVvEdn5fdycuJRen8Q",3
"475524","vEwazCciremwBgkRJgfXtw",2
"475638","DA3Dzic8NAJ0LYnYZG9nyQ",5
"475689","ejdBoVvEdn5fdycuJRen8Q",5
"475891","ja7zjowr6ymsVglQXZZ6BA",3
"475919","-_DxZ8gKU50sfuZEu4ypKg",3
"475977","-_DxZ8gKU50sfuZEu4ypKg",4
"476007","cRTkev8c66o6q6v7FstjLA",4
"476062","7U73RqIg6JA0WThxWUV3uA",1
"476072","hwe7f0QthkND-H4Ekg37qw",2
"476213","jfK-_0x_r7Qgdg2wj60iAQ",5
"476263","eXJEiAuNRLbU5EzdAkj9yQ",2
"476264","oaTbZh8B-IVFEwbzJcIOBg",4
"476298","25CzbDgm1MsT31NhA6KYog",2
"476328","-_DxZ8gKU50sfuZEu4ypKg",4
"476346","25CzbDgm1MsT31NhA6KYog",5
"476390","D0KX5BQsbaIcWd-TpQ4wLg",4
"476466","Bv1AGJ3p_X35tqUcVDrpHg",3
"476472","i55cm4i5C7fSCVONIQ8DRg",5
"476483","7U73RqIg6JA0WThxWUV3uA",1
"476538","-_DxZ8gKU50sfuZEu4ypKg",5
"476571","i_t8WTwztuHweRqQ89hmuQ",1
"476611","i55cm4i5C7fSCVONIQ8DRg",4
"476621","7U73RqIg6JA0WThxWUV3uA",4
"476764","LbeJgPgKKHw5qH0f02NHEQ",4
"476767","WcHMfQZzs3G5UVY_zBB2FA",2
"476775","25CzbDgm1MsT31NhA6KYog",5
"476789","vAyQDNs9lu_8hT20lleGqg",3
"476796","SbWqeztXrCTsYMsf6KGYvg",3
"477119","ejdBoVvEdn5fdycuJRen8Q",2
"477141","TTVXY5vOJDqC0_Je8UhK8A",2
"477203","EEAtafGPtPhwERoM3onXuw",3
"477230","-_DxZ8gKU50sfuZEu4ypKg",5
"477237","7U73RqIg6JA0WThxWUV3uA",5
"477352","25CzbDgm1MsT31NhA6KYog",3
"477373","LbeJgPgKKHw5qH0f02NHEQ",1
"477377","vEwazCciremwBgkRJgfXtw",2
"477389","zXJilaBN28oUdX7Owf0fRA",4
"477416","7OKQ4ENVfPfxtDqFOG7x0g",1
"477530","DA3Dzic8NAJ0LYnYZG9nyQ",4
"477675","WcHMfQZzs3G5UVY_zBB2FA",5
"477687","zXJilaBN28oUdX7Owf0fRA",5
"477738","zXJilaBN28oUdX7Owf0fRA",2
"477767","vsoEZauF4lrADIqCYXySFQ",4
"477814","vsoEZauF4lrADIqCYXySFQ",5
"477823","LbeJgPgKKHw5qH0f02NHEQ",5
"477827","7U73RqIg6JA0WThxWUV3uA",5
"477862","7U73RqIg6JA0WThxWUV3uA",3
"477881","Bv1AGJ3p_X35tqUcVDrpHg",5
"477897","ja7zjowr6ymsVglQXZZ6BA",5
"477923","zXJilaBN28oUdX7Owf0fRA",5
"477999","MwsGayIlUkXQ46mkmV3jlA",5
"478070","vEwazCciremwBgkRJgfXtw",4
"478073","nDT0T3yW6G89vzdx4p_P4A",1
"478119","zXJilaBN28oUdX7Owf0fRA",1
"478152","DA3Dzic8NAJ0LYnYZG9nyQ",5
"478214","vAyQDNs9lu_8hT20lleGqg",1
"478226","ja7zjowr6ymsVglQXZZ6BA",4
"478260","nDT0T3yW6G89vzdx4p_P4A",2
"478261","DA3Dzic8NAJ0LYnYZG9nyQ",3
"478287","hoGyiTjrri-Sq3-EaO7Kpw",5
"478292","nDT0T3yW6G89vzdx4p_P4A",1
"478324","oaTbZh8B-IVFEwbzJcIOBg",5
"478377","-_DxZ8gKU50sfuZEu4ypKg",5
"478390","7U73RqIg6JA0WThxWUV3uA",1
"478407","i55cm4i5C7fSCVONIQ8DRg",1
"478408","uSANDilamc1QSiCinFSKYw",1
"478436","eXJEiAuNRLbU5EzdAkj9yQ",3
"478474","vAyQDNs9lu_8hT20lleGqg",1
"478526","7U73RqIg6JA0WThxWUV3uA",4
"478561","MA5R-mV6ljRM1MK6Mdiv5g",4
"478594","LbeJgPgKKHw5qH0f02NHEQ",4
"478605","nDT0T3yW6G89vzdx4p_P4A",1
"478611","7U73RqIg6JA0WThxWUV3uA",3
"478654","7U73RqIg6JA0WThxWUV3uA",5
"478729","7U73RqIg6JA0WThxWUV3uA",4
"478875","LbeJgPgKKHw5qH0f02NHEQ",5
"478886","t4rBeSFDfwvaIbLftLlhig",5
"478912","-_DxZ8gKU50sfuZEu4ypKg",4
"479035","cRTkev8c66o6q6v7FstjLA",5
"479042","vEwazCciremwBgkRJgfXtw",5
"479115","-_DxZ8gKU50sfuZEu4ypKg",4
"479126","nDT0T3yW6G89vzdx4p_P4A",5
"479148","hoGyiTjrri-Sq3-EaO7Kpw",1
"479213","zXJilaBN28oUdX7Owf0fRA",1
"479218","MA5R-mV6ljRM1MK6Mdiv5g",1
"479232","7U73RqIg6JA0WThxWUV3uA",5
"479251","7U73RqIg6JA0WThxWUV3uA",3
"479259","t4rBeSFDfwvaIbLftLlhig",5
"479455","nDT0T3yW6G89vzdx4p_P4A",4
"479477","i55cm4i5C7fSCVONIQ8DRg",4
"479572","mvhokWwVKgfE-koLlc4VEw",5
"479610","KLvpdtFYUi1I0LNsmIqeJw",1
"479709","7U73RqIg6JA0WThxWUV3uA",3
"479764","cjKplU8iMakS8Q7ZorzYVA",3
"479835","hoGyiTjrri-Sq3-EaO7Kpw",5
"479915","7U73RqIg6JA0WThxWUV3uA",5
"479936","7OKQ4ENVfPfxtDqFOG7x0g",3
"479956","-_DxZ8gKU50sfuZEu4ypKg",1
"479968","vsoEZauF4lrADIqCYXySFQ",5
"480006","oaTbZh8B-IVFEwbzJcIOBg",5
"480011","7U73RqIg6JA0WThxWUV3uA",5
"480157","LbeJgPgKKHw5qH0f02NHEQ",4
"480205","25CzbDgm1MsT31NhA6KYog",5
"480214","QvKN1zh_BCFai6oDCx3d_g",5
"480219","vsoEZauF4lrADIqCYXySFQ",5
"480291","vEwazCciremwBgkRJgfXtw",1
"480294","25CzbDgm1MsT31NhA6KYog",3
"480322","7OKQ4ENVfPfxtDqFOG7x0g",5
"480368","vEwazCciremwBgkRJgfXtw",3
"480513","hoGyiTjrri-Sq3-EaO7Kpw",4
"480713","nDT0T3yW6G89vzdx4p_P4A",5
"480783","LbeJgPgKKHw5qH0f02NHEQ",4
"480797","nDT0T3yW6G89vzdx4p_P4A",1
"480879","eXJEiAuNRLbU5EzdAkj9yQ",1
"481156","cRTkev8c66o6q6v7FstjLA",5
"481159","cRTkev8c66o6q6v7FstjLA",5
"481215","vAyQDNs9lu_8hT20lleGqg",1
"481257","vsoEZauF4lrADIqCYXySFQ",5
"481261","LbeJgPgKKHw5qH0f02NHEQ",5
"481265","25CzbDgm1MsT31NhA6KYog",1
"481285","loXkZgAd70KMjP8ISCnZPQ",5
"481293","nDT0T3yW6G89vzdx4p_P4A",5
"481320","LbeJgPgKKHw5qH0f02NHEQ",4
"481342","LbeJgPgKKHw5qH0f02NHEQ",4
"481352","-_DxZ8gKU50sfuZEu4ypKg",3
"481374","zXJilaBN28oUdX7Owf0fRA",2
"481503","7U73RqIg6JA0WThxWUV3uA",4
"481511","25CzbDgm1MsT31NhA6KYog",5
"481643","vEwazCciremwBgkRJgfXtw",5
"481679","i_t8WTwztuHweRqQ89hmuQ",5
"481768","GeZiOW34ZL6jC9g-mq9QvA",3
"481788","zXJilaBN28oUdX7Owf0fRA",1
"481873","DA3Dzic8NAJ0LYnYZG9nyQ",1
"481905","KLvpdtFYUi1I0LNsmIqeJw",4
"481928","-_DxZ8gKU50sfuZEu4ypKg",5
"481948","ff-gd07sG0Y_4i67LqORSA",5
"481975","7U73RqIg6JA0WThxWUV3uA",4
"482016","eXJEiAuNRLbU5EzdAkj9yQ",5
"482017","mvhokWwVKgfE-koLlc4VEw",1
"482172","7U73RqIg6JA0WThxWUV3uA",3
"482191","KLvpdtFYUi1I0LNsmIqeJw",3
"482327","7U73RqIg6JA0WThxWUV3uA",1
"482341","hoGyiTjrri-Sq3-EaO7Kpw",3
"482487","hoGyiTjrri-Sq3-EaO7Kpw",5
"482542","ja7zjowr6ymsVglQXZZ6BA",3
"482550","eXJEiAuNRLbU5EzdAkj9yQ",5
"482551","WcHMfQZzs3G5UVY_zBB2FA",4
"482587","t4rBeSFDfwvaIbLftLlhig",5
"482645","uSANDilamc1QSiCinFSKYw",3
"482757","-_DxZ8gKU50sfuZEu4ypKg",2
"482824","7U73RqIg6JA0WThxWUV3uA",3
"482836","t4rBeSFDfwvaIbLftLlhig",5
"482900","-_DxZ8gKU50sfuZEu4ypKg",5
"482970","SbWqeztXrCTsYMsf6KGYvg",5
"483041","7U73RqIg6JA0WThxWUV3uA",3
"483070","LbeJgPgKKHw5qH0f02NHEQ",5
"483081","7U73RqIg6JA0WThxWUV3uA",2
"483115","DA3Dzic8NAJ0LYnYZG9nyQ",3
"483116","7U73RqIg6JA0WThxWUV3uA",1
"483129","Kxlt3ZNmTzbxRFYelWAmKA",4
"483140","7U73RqIg6JA0WThxWUV3uA",5
"483212","WcHMfQZzs3G5UVY_zBB2FA",5
"483241","ff-gd07sG0Y_4i67LqORSA",3
"483256","t4rBeSFDfwvaIbLftLlhig",5
"483285","loXkZgAd70KMjP8ISCnZPQ",5
"483493","Kxlt3ZNmTzbxRFYelWAmKA",5
"483601","BpU9-wcOWyKcVtkvnfRazA",1
"483633","hoGyiTjrri-Sq3-EaO7Kpw",5
"483641","nDT0T3yW6G89vzdx4p_P4A",3
"483664","zXJilaBN28oUdX7Owf0fRA",4
"483672","hwe7f0QthkND-H4Ekg37qw",4
"483684","i55cm4i5C7fSCVONIQ8DRg",5
"483731","nDT0T3yW6G89vzdx4p_P4A",5
"483770","-_DxZ8gKU50sfuZEu4ypKg",4
"483794","7U73RqIg6JA0WThxWUV3uA",4
"483834","BBpEOprko-9I8bnon9N0ew",4
"483861","GeZiOW34ZL6jC9g-mq9QvA",5
"483956","LbeJgPgKKHw5qH0f02NHEQ",4
"483992","uSANDilamc1QSiCinFSKYw",3
"483994","Bv1AGJ3p_X35tqUcVDrpHg",4
"484026","MwsGayIlUkXQ46mkmV3jlA",5
"484096","MwsGayIlUkXQ46mkmV3jlA",2
"484111","vEwazCciremwBgkRJgfXtw",4
"484116","7U73RqIg6JA0WThxWUV3uA",5
"484153","LbeJgPgKKHw5qH0f02NHEQ",3
"484225","t4rBeSFDfwvaIbLftLlhig",5
"484229","25CzbDgm1MsT31NhA6KYog",5
"484348","-_DxZ8gKU50sfuZEu4ypKg",3
"484408","-_DxZ8gKU50sfuZEu4ypKg",5
"484411","t4rBeSFDfwvaIbLftLlhig",5
"484421","ja7zjowr6ymsVglQXZZ6BA",1
"484512","jfK-_0x_r7Qgdg2wj60iAQ",5
"484787","KLvpdtFYUi1I0LNsmIqeJw",5
"484838","ja7zjowr6ymsVglQXZZ6BA",1
"484851","cjKplU8iMakS8Q7ZorzYVA",4
"484864","ff-gd07sG0Y_4i67LqORSA",4
"484881","ja7zjowr6ymsVglQXZZ6BA",3
"484928","nDT0T3yW6G89vzdx4p_P4A",1
"484933","KLvpdtFYUi1I0LNsmIqeJw",1
"485021","i55cm4i5C7fSCVONIQ8DRg",5
"485058","LbeJgPgKKHw5qH0f02NHEQ",2
"485092","nDT0T3yW6G89vzdx4p_P4A",1
"485109","7U73RqIg6JA0WThxWUV3uA",3
"485168","7HVeDuuAy5NM5pdeZJ-lzg",1
"485228","-_DxZ8gKU50sfuZEu4ypKg",5
"485278","hoGyiTjrri-Sq3-EaO7Kpw",4
"485281","vsoEZauF4lrADIqCYXySFQ",1
"485328","nDT0T3yW6G89vzdx4p_P4A",5
"485351","LbeJgPgKKHw5qH0f02NHEQ",5
"485384","7U73RqIg6JA0WThxWUV3uA",3
"485390","-865Ps6xb3h1LP67JcQ3mA",4
"485440","ja7zjowr6ymsVglQXZZ6BA",1
"485448","LbeJgPgKKHw5qH0f02NHEQ",5
"485492","nDT0T3yW6G89vzdx4p_P4A",1
"485558","LbeJgPgKKHw5qH0f02NHEQ",5
"485599","zXJilaBN28oUdX7Owf0fRA",3
"485625","i55cm4i5C7fSCVONIQ8DRg",1
"485793","t4rBeSFDfwvaIbLftLlhig",5
"485828","uSANDilamc1QSiCinFSKYw",5
"485860","-_DxZ8gKU50sfuZEu4ypKg",5
"485862","tZB8K6RP7BPou0X2tZ-hDg",1
"485886","nDT0T3yW6G89vzdx4p_P4A",3
"485913","Bv1AGJ3p_X35tqUcVDrpHg",1
"485922","MA5R-mV6ljRM1MK6Mdiv5g",4
"486144","ff-gd07sG0Y_4i67LqORSA",2
"486164","25CzbDgm1MsT31NhA6KYog",4
"486200","7U73RqIg6JA0WThxWUV3uA",3
"486203","7U73RqIg6JA0WThxWUV3uA",1
"486248","LbeJgPgKKHw5qH0f02NHEQ",4
"486317","zXJilaBN28oUdX7Owf0fRA",1
"486319","t4rBeSFDfwvaIbLftLlhig",5
"486322","LbeJgPgKKHw5qH0f02NHEQ",5
"486411","25CzbDgm1MsT31NhA6KYog",5
"486568","OmP2SCE411tncZ8umlP0Ag",5
"486576","-_DxZ8gKU50sfuZEu4ypKg",4
"486772","tZB8K6RP7BPou0X2tZ-hDg",5
"486825","7U73RqIg6JA0WThxWUV3uA",5
"486901","zXJilaBN28oUdX7Owf0fRA",5
"486910","QvKN1zh_BCFai6oDCx3d_g",1
"486915","LbeJgPgKKHw5qH0f02NHEQ",4
"486985","t4rBeSFDfwvaIbLftLlhig",5
"487026","MwsGayIlUkXQ46mkmV3jlA",3
"487107","Bv1AGJ3p_X35tqUcVDrpHg",5
"487111","7U73RqIg6JA0WThxWUV3uA",5
