"","business_id","name","address","city","state","postal_code","latitude","longitude","stars"
"22975","rloarAwOAiQWss9kdl41nQ","Jade Garden Restaurant","4450 William Penn Hwy","Murrysville","PA","15668",40.426683,-79.6782316,3.5
"23031","Pawavw9U8rjxWVPU-RB7LA","Richie Chan's Chinese Restaurant","13181 Cedar Rd","Cleveland","OH","44118",41.5014129,-81.5659625,4
"23158","_aX7bPzYQdrIVUJpG_-0zg","Fun Buffet","9421 State Rt 14","Streetsboro","OH","44241",41.2412573166,-81.3525039173,2.5
"23218","Y3pjXqh-kOdaQS3I-nQxQQ","Jackie Chen's Asian Dinner","2199 Brookpark Rd","Cleveland","OH","44134",41.418969,-81.6963523,4
"23276","A5Xd85djipsW546Bq6qIYA","Sesame Garden","202 Shiloh St","Pittsburgh","PA","15211",40.430520655,-80.0075236051,4.5
"23367","_P-N2rDIJ2kHTPstjUWByQ","Golden Ginger","133 Broad St","Elyria","OH","44035",41.368046,-82.100988,4.5
"23381","EbxaQO95C7PUNTmokE70XA","Bamboo Republic Asian Cuisine","1729 5th Ave","Arnold","PA","15068",40.5786181951,-79.7680272866,4.5
"23461","mwKixosYQq8zyx2YAvrkPw","Noble House","60 W Streetsboro St","Hudson","OH","44236",41.2398065801,-81.4427185058,4
"23599","VBhPgceaKWOXT71d3Jp38w","Soba","5847 Ellsworth Ave","Pittsburgh","PA","15232",40.4571033,-79.9296345,4
"23635","0aA5l11oXes0aS6mkN5lMQ","Szechuan China","401 S 1st St","Champaign","IL","61820",40.1128063,-88.2391787,3
"23842","XKOAi4J47i-YEhhHfKkPRQ","China Garden","890 Butler St","Pittsburgh","PA","15223",40.5109338,-79.9461767,3
"23890","471g2XO27o_zF2ZYrwvIeQ","Golden Crown Chinese Restaurant","1624 Mentor Ave","Painesville","OH","44077",41.698112,-81.279524,2.5
"23938","tTDxa8OzmxUkpVifQ-cEWw","Ni's Wok","703 Merchant St","Ambridge","PA","15003",40.5880106,-80.2285805,3
"24008","hex96IDGu3Mjxjfr5t6Zxg","Wen Spa","850 Fifth Ave","Coraopolis","PA","15108",40.5184138,-80.1673436,4.5
"24093","HNW4P0jAhXYRJ_op7OcWCw","Great China","619 N Sherman Ave","Madison","WI","53704",43.1077901,-89.3636289,2.5
"24097","Msq2CBPFaY7Fe7h7R20fOA","Dragon Palace","1714 Main St","Pittsburgh","PA","15215",40.466841,-79.9568091,4
"24107","J_NA-_WNLAJQg7eZwn1dWw","Sesame Inn","2975 Washington Rd","Mc Murray","PA","15317",40.2950002,-80.1013775,3.5
"24135","UEY70uNV3BxMbxjNmg0apg","Golden Palace","1782 Golden Mile Hwy","Monroeville","PA","15146",40.4451678,-79.7128515,4.5
"24224","a58P2BPCCbQgDMbEoLfWzg","Emperor's Palace","2136 Rockwell Ave","Cleveland","OH","44114",41.508385,-81.678449,3.5
"24231","gDQlaDRAjsCx2p_p6oJLjw","China Star","4219 Murray Ave","Pittsburgh","PA","15217",40.4225625,-79.9285714,3
"24259","BCga5CbMqcZLCpxAuln57w","Panda Wok Asian Cuisine","1512 W 117th St","Lakewood","OH","44107",41.480965,-81.769484,3.5
"24290","FDl-B4kuvpAsY8QPgXwQAA","Hibachi To Go","16933 Chagrin Blvd","Shaker Heights","OH","44120",41.4710004741,-81.5667129042,3
"24317","r7Ft2iBJ_dtUpf4YrHHM1Q","Great Garden","1065 E Tallmadge Ave","Akron","OH","44310",41.102361,-81.476592,2.5
"24322","6Ujaabg3MxqEiCeSs6_eJg","Jojos Smokeless World","24137 Lorain Rd","North Olmsted","OH","44070",41.4290639,-81.889677,5
"24329","OiR6kP_mAD47vKU1WiPshg","Asian Wok Chinese Restaurant","24389 Detroit Rd","Westlake","OH","44145",41.4706331,-81.8906794,3
"24366","G-OMrmKRaSumc73LaSbhPA","China Wok","4060 Brownsvile Rd","Brentwood","PA","15227",40.3665113,-79.9815697,3.5
"24457","pJU2t-6Hd_zUosX1Aw4b0Q","First Wok","21051 Euclid Ave","Cleveland","OH","44117",41.569932,-81.5336097,4
"24488","nbFAn60OmDt9reIRk8vilA","Turney China","5851 Turney Rd","Cleveland","OH","44125",41.4034434,-81.5958214,3.5
"24525","a5xUI7TvsNhM5gZr6KowDg","Sesame Inn","711 Browns Ln","Pittsburgh","PA","15237",40.546446483,-80.0190292792,3.5
"24551","kS_xANADJil_EGX6gmMa5A","China City","4225 Fulton Rd","Cleveland","OH","44144",41.4415234,-81.7227367,3
"24643","I2lDmQHDxnUKbEBJuJCW6w","Hunan East","724 Richmond Rd","Cleveland","OH","44143",41.5408481,-81.497809,4
"24752","ATWPQX-ATDRsIO0huW3aSg","The Magic Noodle","5829 Forbes Ave","Pittsburgh","PA","15217",40.438258,-79.9218718,4
"24781","f1K6hzQecl-sJFYRUHvDDQ","Szechuan Spice","5700 Centre Ave","Pittsburgh","PA","15206",40.4571291,-79.9334864,4
"24847","zYb8dR4tsolqeJRj8x4tdw","Dumpling Noodle BBQ","715 S Neil St","Champaign","IL","61820",40.1077197457,-88.2436650619,3
"24884","dxkchxJR7biaqK1qUSxG8A","Asian Grill","1166 N Court St","Medina","OH","44256",41.157551,-81.861324,3.5
"24889","K0hjawODyinXeiHUlnn9VA","Green Lake","141 Richmond St","Painesville","OH","44077",41.7253269,-81.2486361,3.5
"24975","GDpd9KZdUgnjcoCWTTphqw","Szechuan Gourmet","1735 E 36th St","Cleveland","OH","44114",41.508505,-81.663319,4.5
"24978","EhlOUjd2dh52SV_XfoORSA","Sesame Inn Chinese Restaurant","715 Washington Rd","Pittsburgh","PA","15228",40.3796549065,-80.0448643438,3.5
"24991","XaqWUocr0MlYVi5yusjk0Q","China Wok","29241 Center Ridge Rd","Westlake","OH","44145",41.4328001,-81.9426767,2.5
"25136","F1vdFYr7P4Xb3uAQ2AYgzQ","Empire Palace Asian Restaurant and Bar","5100 Corporate Dr","Pittsburgh","PA","15237",40.5614108,-80.0246005,3.5
"25147","tZpxk604kWWHsJKyirraZg","LJ Shanghai","3142 Superior Ave","Cleveland","OH","44114",41.5110026135,-81.6688073455,4.5
"25165","-pqaqu9DRI5kC5SsLHGjYw","GalactiCenter Bodyworks","6602 Grand Teton Plz, Ste 150A","Madison","WI","53719",43.0600003,-89.4952211,5
"25224","aAiDjaeWjiD8XxRBGMLKyw","Mandarin","35956 Detroit Rd","Avon","OH","44011",41.460125,-82.015855,2.5
"25230","C16dsL_IEOb5UzRWYhxiKw","Grand China Restaurant","2608 Allen Blvd","Middleton","WI","53562",43.1035786,-89.4874522,3.5
"25286","z8Cw9KBnDj3X40H9fXElYw","New Peking Express","9507 State Rte 14","Streetsboro","OH","44241",41.2434926,-81.3562907,3.5
"25306","zs8FigAlH_rfYJ3FoCzMGw","Hakka Wok","1077 N Aurora Rd","Aurora","OH","44202",41.3473895484,-81.3782684536,4
"25417","Tz5a_AzxWx0gtIAlinr1Ww","Fortune Star","4100 William Penn Hwy, Ste 50","Monroeville","PA","15146",40.4375528936,-79.766564928,3
"25596","XErOb3obTwM_Kby23AIYfg","Golden Crown Chinese-American Restaurant","449 W 4th St","Lorain","OH","44052",41.4660517,-82.1789171,4
"25631","qThJY-H6Fo8HvfdIvwrjiw","Yeung's House","463 Perry Hwy","Pittsburgh","PA","15229",40.5206579,-80.0333287,4.5
"25748","EKQiKd7EMZjsa4JokFaeAg","China King","2145 S Neil St","Champaign","IL","61820",40.0877237618,-88.2479701689,2.5
"25870","t-LnJne10SHAWATKYdQdJQ","HuHot Mongolian Grill","610 Junction Rd, Ste 101","Madison","WI","53717",43.0732552,-89.5266501,3
"25911","iuIkzvQRb4DVWOMhE4GI3g","Ya Fei","1980 Park Manor Blvd","Pittsburgh","PA","15205",40.454298,-80.169241,4
"25975","Tn8NcJoZ44WspXKuzsDkAQ","China Mountain III","7907 Cedar Ave","Cleveland","OH","44103",41.5002788,-81.6328341,2
"26019","Zs8LPufciU-jDpbAVFqKcA","China Gate","13919 Cedar Rd","South Euclid","OH","44118",41.5024063,-81.5391659,4
"26036","GVTL5nxjlhzdXJMy4-4HBA","Sun Sun Chinese Restaurant","4203 Ridge Rd","Cleveland","OH","44144",41.4422838,-81.7348003,3
"26079","Xs_QOxzPZETqZ3MeNStvYA","Hop Hing Chinese Restaurant","9407 Mentor Ave","Mentor","OH","44060",41.6807851,-81.302645,3.5
"26081","aS4t4ee3xqQXgNHNxi9gAA","Flaming Wok","4237 Lien Rd, Ste H","Madison","WI","53704",43.1206048,-89.3089783,3
"26132","MxGk2Pxy2M0fQUV0t4bsbQ","Pearl Asian Kitchen","20060 Van Aken Blvd","Shaker Heights","OH","44122",41.465283,-81.538416,3.5
"26340","D0CmKnqGOf_jaPgECFZcCw","Good Fortune Asian Cuisine","7537 Mentor Ave","Mentor","OH","44060",41.65645,-81.3723358,2.5
"26341","NI75svhUpw1u0ClzrPFPCQ","Grand China","6631 Mayfield Rd","Cleveland","OH","44124",41.520549,-81.440117,2.5
"26371","kt8gBE0TcSC_Srrxg98Mow","Great Wall Chinese Restaurant","4930 Turney Rd","Cleveland","OH","44125",41.425735,-81.613844,3.5
"26435","qh1GCWP_2TKxevp3ZeMxag","Chan's Tea House","1009 W View Park Dr","West View","PA","15229",40.515967754,-80.0378046557,3.5
"26462","SUktrYdNQD8k2vvkM4OpfA","Peking Garden Restaurant","206 N Randolph St","Champaign","IL","61820",40.1178481689,-88.2451191659,4
"26515","mZde8M2gs5popxzKOvCo5w","South China Wok Restaurant","500 E Royalton Rd","Broadview Heights","OH","44147",41.3133837,-81.6822908,2.5
"26533","Ubye_qiESMKdUjQUBmNWWg","Panda Kitchen","503 S Court St, Ste A","Medina","OH","44256",41.1339615,-81.8645013,3
"26620","7LlND5b0bjWylNBNQ-oZMA","Green Garden","300 Beverly Rd","Pittsburgh","PA","15216",40.3889009,-80.0498904,2.5
"26646","iTNsT5xYHhQWTYDTROZCRw","TJ Buffet Sushi And Grill","590 Pittsburgh Mills Cir","Tarentum","PA","15084",40.572477,-79.799775,3
"26671","B5xWYgJDSN4RPPk4DlUajQ","Inchin's Bamboo Garden","5106 Great Northern Shop Ctr","North Olmsted","OH","44070",41.4164702649,-81.9236755371,3
"26722","EHKzu5r2NEz5Zq2R84J4ow","Taipei Tokyo","304 Mall Blvd","Monroeville","PA","15146",40.4342481,-79.7857618,4
"26730","WdQP8kl9SzcOdubWz0Rs5g","Red Beard Bodywork And Structural Integration","301 S Bedford St","Madison","WI","53703",43.0664939,-89.3889032,5
"26764","JtSNHDRRZffnHBEsJudW-g","Noodles & Company","7050 Mineral Point Rd","Madison","WI","53717",43.061559,-89.5048147,2.5
"26768","nb3v4cQdZAYfbcw6eAD4Dg","China House","50 Market Place Dr","Imperial","PA","15071",40.441391,-80.2394865,3.5
"26799","TaDp2EiNKqHhAp21xIoggg","Hunan King","1537 W River Rd N","Elyria","OH","44035",41.395495,-82.106304,3.5
"26831","-UjCvAsvBOr19y8lqPueiQ","China Garden","6393 Penn Ave","Pittsburgh","PA","15206",40.458282,-79.916891,2.5
"26839","uh5dMhIZygTzXEvn5K10jg","The Dragon Chinese Cuisine","3360 Main St","Munhall","PA","15120",40.3868616,-79.9029246,3.5
"27018","POJH4cPxgKCWWGVYJ_2i0w","Blissful Foot Spa","2171S Green Rd","University Heights","OH","44121",41.5007572,-81.518383,4
"27150","rPshoySU7Xfafoi3S0KDfg","Bangkok Thai Restaurant","3767 Darrow Rd","Stow","OH","44224",41.1673719905,-81.4399877563,4.5
"27277","PgaHjsWV3whvHF1CHU1rZg","King Wah","20668 Center Ridge Rd","Rocky River","OH","44116",41.4630934,-81.849458,3.5
"27489","T4JGbW9XEGQVrLpQcNFXtA","Sun Luck Garden","1901 S Taylor Rd","Cleveland Heights","OH","44118",41.5078027,-81.5551856,3.5
"27641","dGJwiltTg81VuCdHl485MA","Xiang Jiang","439 W Cottage Grove Rd","Cottage Grove","WI","53527",43.088143,-89.212288,3.5
"27645","Y81wukOSmZ6sRS1cn1QhXA","The Wok - Chinese Express","703 Eastwood Dr","Mahomet","IL","61853",40.1957401,-88.3979244,4.5
"27721","956ZfpypyxLLkRmlaHWGkA","Double Dragon Buffet","6276 Pearl Rd","Cleveland","OH","44130",41.3910348,-81.7637795,2.5
"27729","toc31C-Qy2smSq0A7Q8FgA","China Lin","5500 Butler St","Pittsburgh","PA","15201",40.483491,-79.948853,3.5
"27746","xahtvkGLbwU___3GMqmWUw","Hunan Lake Chinese Restaurant","7357 Lake Shore Blvd","Mentor","OH","44060",41.7012517,-81.3769597,3.5
"27884","bFlP7uApDamdiVHwX8OwfA","China Ichiban","318 Curry Hollow Rd","Pleasant Hills","PA","15236",40.3375560832,-79.9761933088,3.5
"27885","U8FC3Z_L_tHEUIvkwSSAXw","Hunan Kitchen","4554 William Penn Hwy","Murrysville","PA","15668",40.4261611,-79.6713418,4
"27940","lLUnPQC-hWuErZdW4Kgv7Q","Tj Asian Express & Sushi","500 Southpark Ctr","Strongsville","OH","44136",41.3088372,-81.8204038,3
"28051","xistlMeIIjG21z2SaWvfVQ","Kung Fu BBQ","510 E John St","Champaign","IL","61820",40.1093708,-88.2308592,3.5
"28128","cXmlv2WBzuB6JLMhaCvLuQ","Han Chinese Kabob & Grill","3710 Payne Ave, Ste 110","Cleveland","OH","44114",41.5095919,-81.662275,4
"28164","N9JASBwB9kWtK0_EjTa1nw","Chan An Restaurant","37 Walsh Rd","Pittsburgh","PA","15205",40.439176,-80.071117,4
"28193","atE68d1gSZf3849yIGLBJw","Northeastern Kitchen","5824 Forbes Ave","Pittsburgh","PA","15217",40.4377489,-79.92187,4
"28207","fsZXGdbPWCW7LYUoedu0aA","China One Buffet","1990 Cooper Foster Park Rd","Amherst","OH","44001",41.4183185844,-82.2010551004,3.5
"28321","OgwN65jZebPRIPSmNpRP7A","Taigu","7610 Elmwood Ave","Middleton","WI","53562",43.096083,-89.51364,4
"28362","RN-fX-LiwUm46a6G_r1xSw","China Moon","10735 Ravenna Rd","Twinsburg","OH","44087",41.331638,-81.464009,3
"28503","uuQDpnCYn1Nf2pXZTtMLHg","New China King","16210 Madison Ave","Lakewood","OH","44107",41.4778265,-81.8112702,3.5
"28558","HiJ2GEMZGKI8vwalAp2h-Q","Sichuan Hot Pot Cuisine","2162 Rockwell Ave","Cleveland","OH","44114",41.5086365,-81.6781363,4.5
"28591","5YUoTimGDPbbmRfw6SJgTQ","China Kitchen","6608 Mineral Point Rd","Madison","WI","53705",43.0615788,-89.4959373,3.5
"28665","Hc5NrzzzL8RAnbcrIAvZug","Nanjing Bistro","508 E Green St","Champaign","IL","61820",40.1103646,-88.2316647,3
"28784","B2UK8R5y-nSyTrCpzn_VFA","Mandarin House Restaurant of China","3201 State Rd","Cuyahoga Falls","OH","44223",41.1590203,-81.5097046,3.5
"28884","tw8I1hZdlGpwO2QaAIeQWg","Fuji Grill Buffet","1930 Snow Rd","Parma","OH","44134",41.406101,-81.6972721,3
"28893","zswdqM8Av3KxVv9o7_6ORA","Rainbow Garden Champaign","1402 S Neil St","Champaign","IL","61820",40.1005214,-88.2439537,3.5
"28903","rfnxqUGlB0njcjEWJCZ9mg","Zhou's Acupuncture & Wellness Clinic","6425 Normandy Ln","Madison","WI","53719",43.055999,-89.4910359,4.5
"28950","8B4tanBgBpccBUWSEH4yLA","Dragon City","600 W Verona Ave","Verona","WI","53593",42.9888651,-89.5454603,3
"29177","DXP3MbE8srQITLlAuS45aQ","Hunan Bar","239 Atwood St","Pittsburgh","PA","15213",40.4402935,-79.9562913,4
"29234","e-XkLeDKWKpleCT5a78gsw","Panda Garden","922 Windsor St","Sun Prairie","WI","53590",43.1886488,-89.228567,3.5
"29296","YufWhkZQPC6As55MuXTU8g","No. 1 Kitchen","1107 Brownsville Rd","Pittsburgh","PA","15210",40.405338,-79.989673,3.5
"29303","BH0K6SxPnY3wTRB7tA27hQ","Mark Pi's China Gate","32730 Walker Rd","Avon Lake","OH","44012",41.4938557,-82.0175191,3
"29345","WNvceXcngWjZz_IinDwYwA","Panda Express","9184 Mentor Ave","Mentor","OH","44060",41.6768194946,-81.311429143,2.5
"29433","RvwZqjdkZ_pER0moPXLZAQ","Rose Tea Cafe","5874 Forbes Ave","Pittsburgh","PA","15217",40.4379194,-79.9201297,3.5
"29528","VEa-IUbIgi9dmpCFMTn8Tw","Sakura Sushi House","15040 Pearl Rd","Strongsville","OH","44136",41.3060359,-81.8360017,4
"29540","sfdDEPXrpsOaywcu2jhjoA","Panda Express","9540 State Route 14","Streetsboro","OH","44241",41.2479685956,-81.3592395776,2
"29575","G8Js5hyLykjo8xVfIT4P5Q","Yangtze","133 Main St","Chardon","OH","44024",41.5816293,-81.2041548,3.5
"29589","0BEaW7yAystJ2OG-S0jv-Q","Ming Home","15720 Broadway Ave","Maple Heights","OH","44137",41.416596,-81.5719,3
"29629","xVgBhNzlnSmNY5MwqgBrCQ","Golden Dragon Chinese Restaurant","1597 Washington Pike, Ste A8","Bridgeville","PA","15017",40.381816,-80.095633,2.5
"29765","4FN50LnQ8Q8jz1Yimb131g","Sushi Asia Gourmet","1375 N Portage Path","Akron","OH","44313",41.1321454,-81.5486337,4
"29799","cIoB6iinl48KDGCVwtCHoA","China Dragon Restaurant","11421 Buckeye Rd","Cleveland","OH","44104",41.4826303,-81.6058534,2
"29922","4X3IPhAmq5YynFRDeuBlbQ","Sunrise Kitchen","3515 Hudson Dr, Ste 700","Stow","OH","44224",41.165096283,-81.4758834839,3
"29950","-06-Fdi30wJx-JA8P7CAng","China House","27241 Wolf Rd","Bay Village","OH","44140",41.4844092,-81.9218547,3.5
"29983","4HZdHS6I0XyNVRvvXC-G1A","China Express","999 High St","Wadsworth","OH","44281",41.0500413,-81.7276509,2.5
"29993","2Cmpz9lgr-wfOLAwgUf79g","ZenZen Taste 四合院","6634 Watts Rd","Madison","WI","53719",43.0506402,-89.4976197,4
"30019","Sq7BouKjTovLesy6qewv5A","Great Wall","201 W Main St","Monongahela","PA","15063",40.2016905,-79.9241836,3.5
"30040","0DarxWxf-Cv0WT_EEWsM9w","Peking Restaurant","18198 Sloane Ave","Lakewood","OH","44107",41.4866806,-81.8241013,4
"30050","q7jC-6uH7IieKu8PcT2gBA","China House Chinese Restaurant","12037 Perry Hwy","Wexford","PA","15090",40.6316199,-80.059946,3.5
"30066","pWXVTPjNeFK0cBRbr-Qq-A","Mandarin Express","66 W Towne Mall","Madison","WI","53719",43.058198,-89.505108,3.5
"30071","kbq9QlIprqKpIWXZEXtGSA","No 1 Chinese Kitchen","11630 Frankstown Rd","Pittsburgh","PA","15235",40.4653138638,-79.8273912137,3
"30114","ElqLoKM__uU7DcYzRnMpNw","Hunan Solon","6050 Enterprise Pkwy","Solon","OH","44139",41.395033,-81.463795,3.5
"30429","0QCmxnnuhv-imac5uDeVHw","China Chef","9109 State Rte 14","Streetsboro","OH","44241",41.2381899,-81.3395717,3.5
"30440","oK_uwtOectm906rpUtHiug","China House","7413 Memphis Ave","Cleveland","OH","44144",41.4398212,-81.7363194,2
"30459","fhdqLktxyn6T0vKvbqO1qA","Raw Esthetics Skin - Cupping Studio","18123 Sloane Ave","Lakewood","OH","44107",41.485968,-81.823588,5
"30661","0It4d0eFPJ5UnQqe6g2Z3w","China Buffet King","2249 Noblestown Rd","Pittsburgh","PA","15205",40.4284987,-80.0524882,2.5
"30678","XODz0rilGYo6_xd5e7isOw","China Garden","114 N Vine St","Urbana","IL","61802",40.1134464,-88.2030631,3.5
"30681","7rLoG6F6kJYE_gPppl8_5A","Dragon Chinese Restaurant","140 Allegheny River Blvd","Verona","PA","15147",40.4985897186,-79.8447702439,4.5
"30778","0DD-SXcNL07Rh5DA0OAtkg","Tj Buffet Sushi & Grill","5866 Mayfield Rd","Mayfield Heights","OH","44124",41.5195502972,-81.46807082,2.5
"30880","nrGop3jH9s3cq-RTiEWOGQ","China Express","1235 E Grove Ave","Rantoul","IL","61866",40.313236,-88.1381107,2.5
"31201","e88VWa9xdHmSFdMZne9eLQ","Mandarin Wok","403 1/2 E Green St","Champaign","IL","61820",40.110155,-88.233079,3.5
"31244","o1TZ62VQ8RBoYv2B8v9UUg","China One","2765 E 55th St","Cleveland","OH","44104",41.4832268,-81.6506821,2
"31355","O5MzWfMWDeEwkzNVeKdCfg","China Taste","630 E Ohio St","Pittsburgh","PA","15212",40.4541832,-79.9981377,4
"31398","NG5qynmV0kzxQMFJG7mhEw","Hong Kong Taste","366 Butler St","Pittsburgh","PA","15223",40.4967683,-79.9437313,3
"31592","j1i7s55PmOFzJC3l6O8PiA","Hong Kong Station","1441 Regent St","Madison","WI","53711",43.067569,-89.410727,3.5
"31728","AYr2URtjoQ8Toh8_Jr4G6A","Rose Tea Cafe","414 S Craig St","Pittsburgh","PA","15213",40.444788,-79.9489549,2.5
"31773","hHYyTe8ncqy9WLLgnl_30A","New China Buffet","5935 Andrews Rd","Mentor-on-the-Lake","OH","44060",41.7094114366,-81.3593401015,4
"31850","K6AKMjAdCSe8xllsbyeL9Q","Asia Tea House","4230 Forbes Ave","Pittsburgh","PA","15213",40.4427240454,-79.9528134937,3
"31941","tetKWtLT0639lqnD9QJRKw","Panda Express","2070 Lebanon Church Rd","West Mifflin","PA","15122",40.3479348693,-79.9462279517,3
"32144","MBirSnTW4pt2k7Ny6KC72w","Szechuan Express","125 Oakland Ave","Pittsburgh","PA","15213",40.4417932,-79.9571431,3
"32366","IXP6VfjiUFIRiRbZjeUulw","Tong-Tong Chinese Restaurant","1646 Norton Rd","Stow","OH","44224",41.2009873,-81.437263,3
"32427","sRUesAB_yPZzzqMtjrwFsA","Asian Express","26010 Euclid Ave","Euclid","OH","44132",41.5883134,-81.5005106,3
"32459","ylDv7nEgpzTTqecYDOTEVA","Isthmus Wellness","515 Junction Rd, Ste C","Madison","WI","53717",43.0715773,-89.5245851,5
"32491","WJ0dK9O_prt2ud1BXAZYtg","Taste of China","5415 Monona Dr","Monona","WI","53716",43.0602545,-89.3266423,2.5
"32587","w9h-pTp1K6JMos-xzl3Wyw","Hot Wok Express","1102 W University Ave","Urbana","IL","61801",40.1166669,-88.2226294,3
"32668","jKxES7iLV63H_PfyGVGIDw","Lai Lai Wok","402 E Green St, Ste A","Champaign","IL","61820",40.1104616,-88.2333105,4
"32825","i5A6Bb9SpaYb3_Yr40Pk2g","Taste of China","25995 Highland Rd","Cleveland","OH","44143",41.5531643,-81.498089,4
"32849","XOjlj7fVauWibKrhXMS-uQ","Double Dragon","22929 Broadway Ave","Bedford","OH","44146",41.369795,-81.512786,4
"32862","kIaqY45GaVX136dXomREcg","Asian Cafe","1700-1760 William Flynn Hwy","Shaler Township","PA","15101",40.539151,-79.961829,4
"32874","5wr_UtUUdF8L2UlaD1DhNQ","Rice King","2199 Babcock Blvd","Pittsburgh","PA","15209",40.5105029,-79.9936595,3.5
"32928","hh1ed5ZU4-6NupSvORCccw","Happy Home Buffet","4801 McKnight Rd","Pittsburgh","PA","15237",40.5226591545,-80.006239,3
"32985","QIgeUHHn2hrrdEBBm1wFvA","Taste of Sichuan","515 State St","Madison","WI","53703",43.0747501,-89.3942144,4
"32991","LnYkQ2Hjm-klqYJVgZ1cEQ","Sakura","530 Euclid Ave","Cleveland","OH","44115",41.499097,-81.68919,4
"33277","x8dRsP9mpI2FD6vazC990A","Zen Cuisine","401 Euclid Ave","Cleveland","OH","44114",41.4999744,-81.6902403,4.5
"33313","Ef9crW61OYp2UJ0ysi3nEw","Hunan Wok Chinese Takeout","2158 Brownsville Rd","Pittsburgh","PA","15210",40.3915069,-79.9872591,3
"33500","Uo088VV_nzeTBJEbCCUSFw","China City","156 Cherry St","Kent","OH","44240",41.1397514,-81.3591117,3.5
"33550","5ZqybrqiTdbANn2yI3B3VA","Great Wall","4515 Verona Rd","Madison","WI","53711",43.0352412,-89.4535994,3.5
"33559","XUDOc980cjB0PZvVS-T6Eg","Jimmy Wans","1337 Old Freeport Rd","Pittsburgh","PA","15238",40.4889019,-79.874634,3.5
"33575","6Az5aA5sdrqwfJjnS8TROQ","Night Market Gourmet","114 Atwood St","Pittsburgh","PA","15213",40.441257,-79.95815,4.5
"33678","Aqhy2ZYpEeJ61aIJH_iCxw","East China","5216 Broadview Rd","Cleveland","OH","44134",41.4186963,-81.6954544,2.5
"33713","LTF14u6dfIyJQ41P-FooiA","China Cafe","5239 Brownsville Rd","Pittsburgh","PA","15236",40.3423865,-79.984206,4
"33772","6T6EpsPG7SXZ0qDUvp34wg","Dynasty Chinese Restaurant","2705 W Beltline Hwy","Madison","WI","53713",43.0344752,-89.4235646,3.5
"33784","kxAQGy2ZpguB7zn8Nqgb_g","Moonlight Truck Food","Margaret Morrison St","Pittsburgh","PA","15213",40.442195025,-79.9385726452,3
"33810","L-aDFoHDcVG1ImCoG361jw","China Star","114 Moore Rd","Avon Lake","OH","44012",41.5043943,-82.0473114,4
"33849","7fiRVsawDX0vCpoMTbbxcQ","China House","21789 Lorain Rd","Cleveland","OH","44126",41.4414556,-81.861694,2.5
"33927","I_vzg2V92U7wdD61tvGtpg","The Tong Garden","956 Brookline Blvd","Pittsburgh","PA","15226",40.3917885,-80.0177097,4
"34013","N0L1C5K9ViBD58vig5sahw","Little China","2 Ppg Pl","Pittsburgh","PA","15222",40.4436281744,-80.004809091,3.5
"34025","c98EjK4wKpKrGrdZibPq2g","Fortune Star Buffet & Grill","591 Clairton Blvd","Pleasant Hills","PA","15236",40.3326031,-79.9440673,3
"34045","XE97VxjZoRxV6IM05grY0g","Sizzling Hut","404 N Main St","DeForest","WI","53532",43.2510066,-89.3439362,4.5
"34189","7toYPf5ZAjCkEuwaMPtDwQ","Wah Fu Chinese Restaurant","15210 Bagley Rd","Cleveland","OH","44130",41.3696012127,-81.8036576249,3
"34246","e7oOEdxosDy5NG_XxdXVAg","China Sea Chinese Restaurant","610 Lincoln Ave","Bellevue","PA","15202",40.4972056,-80.0583585,3
"34254","qbDaSyxDfUZNheucJym2Pg","Golden Dragon","5871 Mayfield Rd","Cleveland","OH","44124",41.5205198,-81.4678638,2.5
"34281","hh6OnxhTmfoyLo4prSNwBQ","Great Wall","6871 W 130th St","Cleveland","OH","44130",41.377659,-81.7836306,3.5
"34412","rS4vCHv4UPjYLiDN74Y9Gw","No 1 Express","3977 Warrensville Center Rd","Warrensville Heights","OH","44122",41.4512642134,-81.5356668457,3
"34523","uZZnIe0KJEpFlJlYedrQsg","Inchin's Bamboo Garden","11440 Euclid Ave","Cleveland","OH","44106",41.5096408966,-81.6041102477,3
"34626","XF2eTNV5RfzoSJQ-kRZJmA","Spice Thai Cuisine","8870 Darrow Rd","Twinsburg","OH","44087",41.3074471345,-81.4420044422,3.5
"34709","pyZkGdnTwpRh5tFWfdmQEg","Chin's Asia Fresh","8414 Old Sauk Rd","Middleton","WI","53562",43.0753452677,-89.5284801808,3
"34740","0I0yATfnNQJB-A-IPGgqDA","Aristo Bistro","25124 Center Ridge Rd","Westlake","OH","44145",41.4571533124,-81.8984294016,4.5
"34781","G9a9tyDv6jdQl42EfKqlIw","Studio 43 Salon and Spa","7285 State Rte 43","Kent","OH","44240",41.1890525818,-81.3468475342,3
"34794","3-HFGxmbzSax-NySJ_LzDg","VIP","6718-6722 Odana Rd","Madison","WI","53719",43.0570179,-89.49836,3.5
"34804","2Ql9YdeQstF79FLZyypDWQ","Hunan King Restaurant","3317 Oberlin Ave","Lorain","OH","44053",41.4397256,-82.1850407,4.5
"34857","Q6Kp7sp3GXykifV2TjomZQ","Chang Jiang","1017 N Edge Trl","Verona","WI","53593",43.0020746,-89.5306507,3
"34860","pTvL6Upfp91J1ryrCZpzgg","Jade Garden","1109 S Park St","Madison","WI","53715",43.0548573,-89.3968559,3
