"","sweet","spicy","bitter","salty","bland","sour","crispy","chicken","fish","beef","soup","tea"
"JxGGt75otC4gVUn9hcQBAg",0,0,0,0,0,0,0,1,0,0,0,0
"QDy2efavehbVB4ikbKgTIg",0,0,0,0,0,0,0,0,0,0,0,0
"PAA1JOKTfnpOWyY5tCAMcQ",0,0,0,0,0,0,0,1,0,1,1,0
"Ca1a9-EwFlSPIAiKEZ8WTA",0,0,0,0,0,0,0,1,0,0,1,0
"uN8m2wmCi82aAhEkfoHffQ",0,0,0,0,0,0,0,0,0,0,0,0
"nxZvEqmhS27KCTjVyQ7V1g",0,0,0,0,0,0,0,0,0,0,0,0
"c1XbcLr8gmjhm-6QI9Z7sQ",0,0,0,0,0,0,0,0,0,0,1,0
"NdTwnVXNZ2w027HwLcmY4Q",0,0,0,0,0,0,0,0,0,0,0,0
"F7zVZsaxdEif9rdTqk1_lg",1,0,0,0,0,0,0,2,0,0,3,0
"nERzFCvuGezcQj04rtaxeg",0,0,0,0,0,0,1,1,0,0,0,0
"oKohw7g9F8p2XX7noUMBDQ",0,0,0,0,0,0,0,0,0,0,0,0
"3UCrFMNX-FYsYtLNBY5ukw",0,0,0,0,0,0,0,0,0,0,0,0
"YcIgO-uqYOj3f0SOZN9CCw",0,0,0,0,0,0,0,0,0,0,0,0
"BCNSGWlISyQImZuBTzjiYw",0,0,0,0,0,0,0,0,0,1,0,0
"eJsPrZasQ8YHa9J_pO72Yw",0,0,0,0,0,0,0,0,0,0,0,0
"TBrspG0WlAUBz6mm1dudwQ",0,0,0,0,0,0,0,0,0,1,0,0
"OBRzMzZA4Q3Sfm6Oea5Hxw",0,1,0,0,0,1,0,2,0,0,1,0
"yeTHkSXx22TTvZLOhcj0ow",1,0,0,0,0,0,0,0,0,0,0,0
"crQl3NI1W1lDmHTS0bRKQw",0,0,0,0,0,0,0,0,0,0,0,0
"wjEfCpuhYVNXjafv2NBFvw",0,0,0,0,0,0,0,0,0,0,0,0
"a1_4teTsYg1ZriAU_Zw3vw",0,0,0,0,0,0,0,0,0,0,0,0
"mDZybcfLXDg9F1skGCEcDA",1,1,0,1,1,1,0,0,0,0,0,0
"hDFsJeOkhWWyas9m118baw",0,0,0,0,0,0,0,0,1,0,0,0
"0903pMPy4wluF4Tc5UrJug",0,2,0,0,0,0,1,0,0,0,0,0
"HTpQeIR2B8GDTrvRGRYBAw",0,0,0,0,0,0,0,1,0,0,1,0
"9B6vUtf16dpJYk6i5KFXvw",0,0,0,0,0,0,0,0,0,0,1,0
"Slowu3weNWv8AUmxlZ4jCg",0,0,0,0,0,0,0,0,0,0,0,0
"LMYwxITIr1lIYsEEAk_UjQ",0,0,0,0,0,0,0,0,0,0,1,0
"hD_ZTu-6M_aiqUkHcTGzTw",0,0,0,0,0,0,0,1,0,0,0,0
"v6Pz8IYU_y3yq75kTahpVA",0,0,0,0,0,0,0,1,0,0,0,0
"wnkBaQbeh9TWB0yIJZO2dQ",0,0,0,0,0,0,0,0,0,0,0,0
"s_dsSMBKfh6q96pIIL1BPg",0,0,0,0,0,0,0,0,0,0,0,0
"j2IMZ8SN7mgfh1He1yc_MQ",0,0,0,0,0,0,0,0,0,0,0,0
"K7hRrLlFpQf5MqW5HVjX8A",0,0,0,0,0,0,0,1,0,0,0,0
"rz-ApQWkjNjeguQjAOlZSw",0,1,0,0,0,0,0,0,0,0,0,0
"4m_CatE6nPH5-WVNPXNKng",0,0,0,0,0,0,0,0,0,0,0,0
"0n3OZqPBD_fobbUIpliVUQ",0,1,0,0,0,0,0,3,0,0,0,0
"zb12dmlnKtaARkKY-TWISw",0,0,0,0,0,0,0,0,0,0,0,0
"TDtsRnmrUcMupXggHE-GgA",0,1,1,0,4,0,0,0,0,0,0,0
"v1k3ZV5OxsaBkxPYdmrx0g",0,0,0,0,0,0,0,0,0,0,0,0
"LrMKmhU-Vk7PFnNc6jnrvQ",1,0,0,0,0,0,0,2,0,0,2,0
"2LD09Oj6-pKb07nzoYy6dQ",0,0,0,0,0,0,0,0,0,0,0,0
"0LsLT6P6Fp8AjzapppltyA",0,0,0,0,0,0,0,0,0,0,0,0
"Sc60mg570Lk4AvyFeH6b4A",0,0,0,0,0,0,0,0,0,0,0,0
"HuQrH8bIWrHYfaJwNCQs1w",0,0,0,0,0,0,0,0,0,0,0,0
"KFXF2IcOeULv6Ol8YBC2zg",0,0,0,0,0,0,0,0,0,0,0,0
"fb3r0l0TEdvAFlhaFErtig",0,0,0,0,0,0,0,0,0,0,0,0
"Q8ag1s-oxNpaCKYbg8MK5Q",0,0,0,0,0,0,0,2,0,0,0,0
"JlE3bruqommm_MW4T39xVw",0,0,0,0,0,0,0,0,0,0,0,0
"C4h7A7KFVUCoxDmUv08yfQ",0,0,0,0,0,0,0,0,0,0,0,0
"6kZ59D1frYXnkLjJDsVHHQ",0,0,0,0,0,0,0,2,0,0,0,0
"cQIgZT5RIlkgfIpCqQkWHg",0,0,0,1,0,0,0,1,0,0,0,0
"syF7ws2hqJdz0t5DFEMc3Q",0,0,0,0,0,0,0,0,0,0,0,0
"exVFV-gv_zZ91wCXWs2MXQ",0,0,0,0,0,0,0,0,0,0,0,0
"hBFSzKp6HD0AWC-Gbfssag",0,2,0,0,0,0,0,0,1,1,0,0
"dJ_5KXAYQBU3qFalPIlFLw",0,0,0,0,0,0,0,0,0,0,0,0
"8ZuwHBu4qnk_vl4zOLkizA",0,0,0,0,0,0,0,0,0,0,0,0
"VCoFAgZthusmWNhZSK2FUQ",0,0,0,0,0,0,0,3,0,0,0,0
"8yXW4iUTgNB1in9qYnfgXg",1,3,0,0,0,1,0,3,0,4,0,0
"Kp6RyI380_8WlQMOwr7f0Q",0,0,0,0,0,0,0,1,0,1,0,0
"1GxW2HUZjmzo9srKFbSIhA",0,0,0,0,0,0,0,0,0,0,0,0
"p9sBTH3fFEvtQj6Sl6GyTg",0,0,0,0,0,0,0,0,0,0,0,0
"yWygWF1v_Y6bjjCuHTkkZQ",0,0,0,0,0,0,1,0,0,0,0,0
"T38cRJqZKNAskXhrasxwRg",0,0,0,0,0,0,0,0,0,0,0,0
"m9Sq9e0Pl-Dy2fZFgFKakw",0,1,0,0,0,0,0,0,0,1,0,0
"K-4NEZ7PYEJe_ffHF83Y_w",0,0,0,0,0,0,0,0,0,0,1,1
"tqfh0u8Ml0NhEZjQRynVdw",0,0,0,0,0,0,0,1,0,0,0,0
"hnwkoYWYWplW81xedCzF-A",0,0,0,0,1,0,0,0,0,0,0,0
"rNPb0AZ3OU22VYePoN6b3g",0,0,0,0,0,0,0,0,0,0,0,0
"2Tnslcb3JBa1DRafqULtqQ",0,1,0,0,0,0,0,0,0,0,0,0
"4ab-DfWOcet__T_8ijhaAA",0,0,0,0,0,0,0,0,0,0,0,1
"V1-vM-yW34yKia1aH3kLig",0,0,0,0,0,0,0,1,0,0,0,0
"l4LGxKZqo6rIVsaNdDF64Q",0,1,0,0,0,0,0,0,0,0,0,0
"IAy5knF3wNWvoqRniSfphA",0,0,0,0,0,0,0,0,0,0,0,0
"F7tYb6C2r-LcOm8q2oShqQ",0,2,0,0,0,0,0,0,0,0,0,0
"BlMtsHJRgq6kZbbzPjcWlg",0,0,0,0,0,0,0,0,0,0,0,0
"ct6fXLi9TI4f9oZmul9FaA",0,0,0,0,0,0,0,0,0,0,0,0
"AhUrmikSXmxNUXSLduKsLw",1,0,0,0,0,1,0,1,0,0,1,0
"tHI9BqjGTgUX7lEVAhP7PQ",0,0,0,0,0,0,0,1,0,0,0,0
"j-TPT5aRbT8hyyFXIqWQwQ",0,0,0,0,0,0,0,4,0,0,0,0
"42p9YyTXnkgQdmrNZrNlCw",0,0,0,0,0,0,0,0,0,0,0,0
"voYLiT-PR_ajhjZ3i_hvRQ",0,0,0,0,0,0,0,1,0,0,0,0
"IIgBlc6D8f1N_Bg2h84MaQ",1,0,0,0,0,1,0,3,0,0,1,0
"XMqVFjy89zvR0qiiaM5PRw",0,0,0,0,0,0,0,0,0,0,0,0
"FzwEPQPI5ELYSIBHA5hbGQ",0,2,0,1,0,0,2,1,3,3,0,0
"_Q8oCKdnD4XtTjwB6ssNTg",2,0,0,0,0,2,0,0,0,0,0,0
"XrPQMfSzDsELWj1MZ2O1sg",0,0,0,0,0,0,0,1,0,3,0,0
"CK4duZyzdlMYrdgIRIdaXw",1,0,0,0,0,0,0,0,0,0,0,0
"dviuay1NSVGicDbQdyfnnA",0,0,0,0,0,0,0,0,0,0,0,0
"-YaYzEswzoyi7fSxi-KTrg",0,0,0,0,0,0,0,0,0,0,0,0
"_LN-fOOcZMoHgoytDbyq_Q",0,0,0,0,0,0,0,0,0,0,0,0
"BtGYlFkhxtL2Qrjx3JzK3A",0,0,0,0,1,0,0,0,0,0,1,0
"Chmu0-bQkIlX_M9ifHvfzg",0,0,0,0,0,0,0,1,0,0,0,0
"qQWKtvdtVZ7EjqjVOpZrug",0,0,0,0,0,0,0,0,0,1,0,0
"P_sNb-haNRadmdBV9h8_jQ",0,1,0,0,0,0,1,1,0,1,0,0
"DgK-8PZgGRhO2PdByNXCAg",0,0,0,0,0,0,0,0,0,0,0,0
"l-pa1tTbYNAZaOCEYdCk7g",0,0,0,0,0,0,0,0,0,0,0,0
"zkR3mbIGCIUeI_DWYryQyw",0,0,0,0,0,0,0,0,0,0,0,0
"9KJce0_l_5-Gh9ofSETRug",0,0,0,0,0,0,0,0,0,0,0,0
"vx3eL7H9XTV8YLe3Zcr2yA",0,0,0,0,0,0,0,2,0,0,0,0
"7kV4m-moeQvyvurRKIAnqQ",0,0,0,0,0,0,0,0,0,0,0,0
"x_v5yfnNd7vnYZn61brrHA",0,0,0,0,0,0,0,0,0,0,1,0
"RPW7tkopOSnqiMSsfam61Q",1,0,0,0,0,1,0,1,0,0,0,0
"rwwxh8tnYEgesDfy7ZTg5w",0,0,0,0,0,0,0,0,0,0,0,0
"pTOk97pZwBbUHHpksOVXBg",0,0,0,0,0,0,0,1,0,0,0,0
"0lSiiIsJC6F_gSFMfR-iiQ",0,1,0,0,0,0,0,1,0,0,0,0
"QcFKKXv1ggQ-dhlVtrMvYw",0,1,0,1,0,0,0,0,0,1,0,0
"xqi2GGlQvWJC_Onn3OEd_Q",0,0,0,0,0,0,0,0,0,0,0,0
"LM_b-cgzcdqIjC53Qi4Ucg",0,0,0,0,0,0,0,0,0,0,0,0
"pQV1OVwtccbsyJMfvIkAmg",0,0,0,0,0,0,0,0,0,0,0,0
"26hqoj7mQcb7w7voXFTHHA",0,0,0,0,0,0,0,0,0,0,3,0
"Aj-2j2i-N-PhTcsYVnFD7w",0,0,0,0,0,0,0,0,0,0,0,0
"f4sSGUMq1iXrzhkq9GABQg",0,0,0,0,0,0,0,0,0,1,0,0
"QEu1-Egrh__foxipd9dvTg",0,0,0,0,0,0,0,0,0,0,0,0
"DykykUG9SfR0yIrNNW_u9Q",0,0,0,0,0,0,0,0,0,0,0,0
"sqLYj6ZWWc4mxEKnw8c4ig",0,1,0,0,0,0,0,1,0,2,0,1
"VL8Se45FFFOEXcGqZspPGQ",1,0,0,1,0,0,0,2,0,0,0,0
"jkHNmYGnnrMo78Ii971yYQ",0,0,0,0,0,0,0,0,0,0,0,0
"zr3ei3njwsPwItytFUPDqw",0,0,0,0,0,0,0,1,0,0,0,0
"NfoCmGwCpgjqsK58E7mEEA",0,0,0,0,0,0,0,0,0,0,0,0
"xYzItcZJkuFIalN0OPdz2Q",0,0,0,0,0,0,0,2,1,0,0,0
"TldhWpfD1T1MxfuA_I208A",0,0,0,0,1,0,0,0,0,0,0,0
"g5eXRuoj2lwvoHOrn8qbFg",0,0,0,0,0,0,0,0,0,0,0,0
"ZM7f2K4qZBRY-Trr9x6SdA",0,0,0,0,0,0,0,0,0,0,0,0
"8DsqeinQAN2PZ0wAqZ9Y4g",2,1,0,0,0,1,0,0,0,0,1,0
"pih713mu03SClm35NIB3aQ",0,0,0,0,0,0,0,0,0,0,1,0
"o8VqEvTpyxLP2ofDzVXQpQ",0,0,0,0,0,0,0,0,0,0,0,0
"FhfJ9e7TDCBfz0Ca4u7seg",0,1,0,0,0,0,0,1,1,0,0,0
"GLua-rHhHQNmgd_QnL04bw",0,0,0,0,0,0,0,1,0,0,0,0
"4UOSY73vZrwYY55iiJTu_Q",0,0,0,0,0,0,0,0,0,0,0,0
"L1RviZNaImeclh1DW_tb8A",0,0,0,0,1,0,0,0,0,1,0,3
"Kg8Hwn3gHReAoqdtsT_FXg",0,0,0,0,0,0,0,0,4,0,0,0
"lplMmXyHoNj1VQM2ytFSig",1,0,0,0,0,0,0,0,0,0,1,0
"GasUfXTQi-SxgQCGEjP7Dw",0,1,0,0,0,0,0,0,0,0,0,0
"u57Sfx_TFNleSjSzZZYl1Q",0,0,0,0,0,0,0,0,0,0,0,0
"F1sZkNMx6tBVILgdtbF8WA",0,0,0,0,0,0,0,0,0,0,0,0
"jXIJQ26Oa_ciRxK3j_fxRg",0,0,0,0,0,0,0,0,0,0,0,0
"Y_07OimYJI7LL8VDe_DaZg",0,0,0,0,0,1,0,3,0,0,1,0
"qoKa3cqRwUn6Loys4qE5Zg",0,0,0,0,0,0,0,3,0,0,0,0
"4GwNDL0YzT0Nfhgr8-WJug",0,0,0,0,0,0,0,0,0,0,0,0
"WsM74sJY_aJeHZIO5pxdqg",0,0,0,0,0,0,0,0,0,0,0,0
"FtTZbY0AAUgbDBqWonK-Bg",0,0,0,0,0,0,0,0,0,0,0,0
"qhuc8wTuuJBWJV3pIIaT-Q",0,0,0,0,0,0,0,2,0,1,0,0
"JXPwMdrVwiqyLy7sysBPeA",0,0,0,0,0,0,0,0,0,1,0,0
"7taIzF6ZS1tBeR9hLQupzA",0,0,0,0,0,0,0,0,0,0,0,0
"pwPqpWhOSW98zT8RcVFHfg",0,1,0,0,0,0,0,0,0,0,0,0
"IxRfZJ7BqELG_cynr_AcWQ",0,1,0,0,0,0,0,0,0,0,1,0
"Z4ja2ZiPeoZNC9D5Mdifeg",0,0,0,0,0,0,0,0,0,0,0,0
"sPf-aLpIG1UmFGjoYMuhSw",0,0,0,0,0,0,0,0,0,0,0,0
"SxmOEmyHrrmwRfNpce-LaQ",0,0,0,0,0,2,0,0,0,0,6,0
"_vdyklIWlTJU9KV8r9loSg",0,0,0,0,0,0,0,0,0,0,0,0
"dm4qOqibWecZ6NrwCkh6TA",0,0,0,0,0,0,0,0,0,0,0,0
"vv2zyvZfYPyeAt9g48JwtA",0,0,0,0,0,0,0,0,0,0,0,0
"Sx3FDZ58v3pDdNRSlhvXXw",0,0,0,0,0,0,0,0,0,0,0,0
"v576taLdJKZGL-fzSlpCpA",0,0,0,0,0,0,0,1,0,0,0,0
"1VGXIcdZ1WxHNQaNlz_Rvw",0,0,0,0,0,0,0,0,0,0,0,0
"QqwUl0pjr4gipetCK5AImQ",0,0,0,0,0,0,0,0,0,0,0,0
"ut_bKWkhMhH2G8tvJhgNfA",0,0,0,0,2,0,0,1,0,2,0,0
"1dTXAoL18V-eYuqFcn1CpQ",0,0,0,0,0,0,0,0,0,0,0,0
"ZSwSDTVnreuRAHTZw8Zomg",0,0,0,0,0,0,0,0,0,0,0,0
"luRO54vUiRGmI6emvn2zeA",1,2,0,1,0,0,0,0,1,2,2,0
"hanPXWMIRx2f5yM93Y8VnA",0,1,0,0,0,0,0,1,0,1,0,0
"QlzGwK5kUPgZTLC1ldx2fg",0,0,0,0,0,0,0,0,1,0,0,0
"o6FSzXrpaZFqdmfpzotV4Q",1,0,0,0,0,1,0,1,0,0,3,0
"i6hKstE972mmmLtnBW2jXg",0,0,0,0,0,0,0,0,0,0,0,0
"FEMOmRi6QdDTZAeFpX1v0A",0,0,0,1,0,0,0,2,0,0,0,0
"yp4CfHfAjOFvvoO94sNhQw",0,0,0,0,0,0,0,0,0,0,0,0
"2YX2nqvHOAVYyQqcfDZbhQ",0,0,0,0,0,0,0,0,0,0,0,0
"yq-OM3v48g3dQmd1_l-b6A",0,0,0,0,0,0,0,0,0,0,0,0
"7T4WqTH5q5nAIUEGCBR70g",0,0,0,0,0,0,0,1,0,1,0,0
"2XWj6di4xm66EfKmkzaTbg",0,0,0,0,0,0,0,0,0,0,0,0
"s731d46nkWntpRrsdBxDrg",0,1,0,0,0,0,0,0,0,0,0,0
"Hg_lUQWp99w_U3bs6lalmw",0,0,0,0,0,1,0,0,0,0,1,0
"x-zpcEbACvlyYds05nGylA",0,0,0,0,0,0,0,0,0,0,0,0
"2wSjdgBxCS6INP5745H-AA",0,0,0,0,0,0,0,0,0,0,0,0
"tX1s7lfz7JvteUx-2sPnbw",0,0,0,0,0,0,0,0,0,0,0,0
"iSvBpP-Nz1HDq0mzB5zG7g",1,0,0,0,0,2,0,3,0,0,1,0
"ihzPXQz9CCz6lbcVaFOBMA",0,0,0,1,0,0,0,0,0,0,0,0
"XIFPY1FUcvR0kWI6UcpRMw",0,0,0,0,0,0,0,0,1,2,0,0
"S595qo2mUvHIQzyPAoWT0Q",0,0,0,0,0,0,1,3,0,0,1,0
"NjQHbvlBVKKS-haSJfQPqQ",0,0,0,0,0,0,0,0,0,0,0,2
"WEv_0EgrCYMLWZnZnXVkjw",0,2,0,1,0,1,1,1,0,0,1,1
"Beu75phKw6A8SCP5ySTIWw",0,0,0,0,0,0,0,0,0,0,0,0
"9uLbgGNIoS5tWDLh9MPreA",0,0,0,0,0,1,0,0,0,0,1,0
"CIJN4WjQtAue4HFCvgGbHg",0,0,0,0,1,0,0,2,0,0,0,0
"Zt9fX0WpOeAoWm_BaKWZDA",0,0,0,0,0,0,0,0,0,0,2,0
"MNeqRIii_GBTHEc-VOgbnw",0,0,0,0,0,0,0,0,0,0,0,0
"oNOWbsQ-g6SJKzaeB7ph-w",0,0,0,0,0,0,0,0,0,0,0,0
"3rwvQCvWfruR7AtiJ2b1ww",2,0,0,0,0,2,1,5,0,0,0,0
"OWxr2EaRR-4xqVzvZwKbaw",0,4,0,0,0,0,1,2,0,0,0,0
"Timj5d7UT1smh6A31jOgcA",0,0,0,0,0,0,0,0,0,0,0,0
"ZQo0F1gOjIHc_d9VTV5pcA",0,0,0,0,0,0,0,0,0,0,0,0
"uSC-YfspPc8S1Su_xXLEow",0,0,0,0,0,0,0,0,0,0,0,0
"zKnBuzJHXD7wsD35QXV_Ug",0,0,0,0,0,0,0,0,0,0,0,0
"dDQjsu0uGm5DJrwljuNd4Q",0,0,0,0,0,0,0,0,0,0,2,0
"K9dCycEWTPYC3pXU5tz_hQ",0,0,0,0,0,0,0,0,0,0,0,0
"fTcBxGT19yVVgEqjMw2GeQ",0,1,0,0,0,0,1,1,0,0,0,0
"PnRkdztQQbwfG6spHZxeMQ",0,1,0,0,0,0,0,0,0,0,0,0
"IoiFgQP_2K5hMTz6olG4wQ",0,0,0,0,1,0,0,0,0,0,0,0
"-yXtd5glj8lhi2he9RbOhQ",0,0,0,0,0,0,0,1,0,0,0,0
"dR9ylJi0jwkXks3zz5nrVw",0,0,0,0,0,0,0,0,0,0,0,0
"xzoVt4olQmpKgO5okfXUTw",0,0,0,1,0,0,0,0,0,0,0,0
"mc4HYWB6sNVtCwMRcwOl8g",0,0,0,0,0,0,0,0,0,0,0,0
"Y27nXwR3Qo6lf7mGLLqe3g",1,1,0,0,0,1,0,2,0,0,0,0
"Wga0S7z5xcAYHw-4GWzPXg",0,0,0,0,0,0,0,0,0,0,0,0
"gsRzE1bqzO4R9f4vOuNazQ",1,1,0,0,0,1,0,2,0,0,0,0
"EzqLENXn5wo2hUkyKteWRw",0,0,0,0,0,0,0,0,0,0,0,0
"lp3iTicgZky0KdSo1wLOXA",0,0,0,0,0,0,0,0,0,0,1,0
"WfmfNX8zFyEh6TtX5zMqhw",0,0,0,0,0,0,0,0,0,1,1,0
"e4MLfX3003w5a4oQi_R_dA",0,0,0,0,0,0,0,1,0,0,0,0
"hBkQp0qdrnz2CMZCNSjHfg",0,0,0,0,0,0,0,0,0,0,0,0
"pJU3CdDfWXEJV_wRDqxA8Q",0,1,0,0,0,0,0,0,1,0,0,0
"lgyn63HLNgQZXjcA7w4MnA",0,0,0,0,0,0,0,0,0,0,0,0
"QbIpDsCFsOIabB_S1oPdyw",0,1,0,0,0,0,0,1,0,0,0,0
"RENHwRmbwnOAFQQ40dfbiw",0,0,0,0,0,1,0,0,0,0,2,0
"0tcNl6iZUYHOpvSoeHXh9Q",0,0,0,0,0,0,0,0,0,0,0,0
"BcdCqYZr2koCUvuxRy0YiA",0,0,0,0,0,0,0,1,0,0,0,0
"9-Kkf1NL7O1Gd9J18aOn9A",0,0,0,0,0,0,0,0,0,0,0,2
"iAHK9CZSLttRyNXkIdjzLQ",0,0,0,1,0,0,0,0,0,0,0,0
"zk73_k3lLOFj-o128wF5Rw",0,2,0,0,0,0,0,0,1,0,0,0
"PGM4djAP7SYEgsJPuXSuwA",0,1,0,0,0,0,0,0,0,0,1,0
"nZ29305-o2FY3DlVvxLzHQ",0,0,0,0,0,0,0,1,0,0,0,0
"dW9kqmsrg9yotu-HRTlH-g",0,0,0,0,0,0,0,1,0,0,0,0
"9RxX3_2WRHKyiaedM3D7bw",0,0,0,0,0,0,0,0,0,0,0,0
"rszpvlcIzZ3DjjQDDB6_Tg",0,0,0,0,0,0,0,0,0,0,0,0
"Husr6eReBJauDIw7BsxTVg",0,0,0,0,0,1,0,1,0,0,3,0
"D0Fn_zBhL4lA9dbXQG8Wsg",0,0,0,0,0,0,0,0,0,0,0,0
"P7Vutivzong1HNXHc5T-yg",0,0,0,0,1,0,0,1,0,0,0,0
"7RKOAQXBiifAbuul74kDqA",0,0,0,0,0,0,0,1,0,0,0,0
"3Ih2IHbbvQuD6-FaH0yI-w",0,0,0,0,0,0,0,1,0,0,0,0
"V_WPubuy3OuFAn8fArjXPw",0,0,0,0,0,0,0,4,0,0,0,0
"Ol-RHuZS0BnBC5DOPX5UZw",0,0,0,0,0,1,0,0,0,0,1,0
"oi6CrElrCIEcqUUfZEXroQ",0,0,0,0,0,0,0,0,0,0,0,0
"xtbb7rL2xTlJ_l5DtIhfzQ",0,0,0,0,0,0,0,0,0,0,0,0
"LJ4hSTqvIv66h3Vs6KNb8A",0,0,0,0,0,0,0,0,0,0,0,0
"JAOAk0CFXGRqDpPO4861Uw",0,0,0,0,0,0,0,1,0,0,0,0
"e6BKrJlYkmQWKAvr_MTa8g",0,0,0,0,0,0,0,0,0,0,0,0
"S7tfjjtdEipj-xlXtB2Z6g",0,0,0,0,0,0,0,1,0,0,0,0
"dmO4EHwyxsLJNwM0MAwaKA",0,0,0,0,0,0,1,0,0,0,1,0
"6_IPm8HCViz5qMuQVFPJgQ",0,0,0,0,0,0,0,0,0,0,0,0
"_fTanwUOYUqJkUK-YKIAZg",0,0,0,0,0,0,0,0,0,0,0,0
"d_rNGHDtLxIWtWBzLN3dww",0,0,0,0,0,0,0,0,0,0,0,0
"oBjFcNGOQ8hPvce-Y9wl0g",0,1,0,0,0,0,0,0,0,0,3,0
"e-_Rju5srRGrR5ePLfeOVw",0,0,1,0,0,0,0,1,0,0,0,0
"w3jBmTHEX5guaM1uLYhKbg",1,0,0,0,0,0,0,1,0,0,0,0
"3YqCS6CTH8Bd64dufYZZmQ",0,0,0,0,0,0,0,0,0,0,0,0
"n8I-afsZkp711gJTq5P4JA",0,3,0,0,0,0,0,0,0,0,0,0
"NL6J2wpkh34W7BqUuOvJwQ",0,0,0,0,0,0,0,0,0,0,1,0
"MaqjTDsyizr1nfFUXWCqgw",0,0,0,0,0,0,0,2,0,0,0,0
"3iJi0d5d5okO2B59sDza_A",1,0,0,0,0,1,0,2,0,0,0,0
"e0en8fD80e_V__fMuyxTFw",0,0,0,0,0,0,0,0,0,0,0,0
"ODANdQFAE8Y66plS5KI1BA",0,0,0,0,0,1,0,2,0,0,1,0
"eJy-CjEOo_cSGlwGsgJpyw",0,0,0,0,0,0,0,1,0,0,0,0
"TA0W87ZK-8mCZ1Fzqyt45A",0,0,0,0,0,0,0,0,0,0,0,0
"KMh_l23SrWaLmiCXN64Wlw",0,0,0,0,0,0,0,1,0,3,0,0
"snOKdkzYEiEMip4-YOxMJw",0,2,0,0,1,1,0,3,0,1,1,0
"bDYTZ6LTj85yuk4x9HEt1Q",0,0,0,0,0,0,0,4,0,0,6,0
"iRJ7jTiNrstymI_RsXaM0Q",0,0,0,0,0,0,0,2,0,0,0,0
"5qRGVD3Oy2Elkm_HmiwqMA",0,0,0,0,0,0,0,0,0,0,0,0
"k494JviNsc4I5q3_qJYR-w",0,0,0,0,0,0,0,0,0,0,1,0
"20-M1w5H0Botqh3uRqgGvQ",0,0,0,0,0,0,0,0,0,0,0,0
"XidR2_3MjZ2CHV34camMcA",0,0,0,0,0,0,0,1,0,0,1,0
"_dmqROP2cIvamPEgFatvEA",0,0,0,0,0,0,0,0,0,0,0,0
"O5adkT5Nze6YTwlCvq2TVw",0,1,0,0,1,0,0,4,0,0,2,0
"JTzPmlCR6nJIdFtHrivFIQ",0,0,0,0,0,0,0,0,0,0,0,0
"8GTNNxE5lybpI_JPZn-n9A",0,0,0,0,0,0,0,0,0,0,0,0
"xPbp1pffwnGVrRFIAp5tHQ",0,1,0,0,0,0,0,0,1,0,0,0
"MDjNaGI8hfW9duWx1iQw_w",0,1,0,1,0,0,0,1,0,1,0,0
"tIX0CVfojm9sYIFaqFHXpg",0,0,0,0,0,0,0,0,0,0,0,0
"Bhxypa2zUale4EXkSAkBWQ",0,0,0,0,0,0,0,0,0,0,0,0
"ydtGPYIr_wHtx2V7sVHilg",0,0,0,0,1,0,0,0,0,0,0,0
"yR9nM5cfU4ci0V2JqppDsQ",1,0,0,0,0,0,0,0,0,0,0,2
"Tj3XiBFFk0oD6Oieh9b_Sw",0,0,0,0,0,0,0,1,0,0,0,0
"Il8jmmM7uWrxcEnh_0nc5w",0,2,0,0,0,0,0,0,0,0,0,1
"S-c779SLY_mKslPJZ-1HNA",0,0,0,0,0,0,0,0,0,0,0,0
"1dNQxlT4LM656PzgYGRVMg",0,0,0,0,0,0,0,0,0,0,0,0
"Z-vLHDq_5zqixOAtMlxRjw",0,0,0,0,0,0,0,0,0,0,1,0
"0e6DWNSO-Yr4EOqiT2ZbOA",2,2,0,0,0,2,0,3,0,1,0,0
"HP3rZxdbAZLr6-Q2F_U-4w",0,1,0,0,0,0,0,0,0,0,0,0
"vr10m0fDlFZhuYfMpfIq6w",0,0,0,0,0,0,0,0,0,0,0,0
"jE2dLbEkJJHb26rSEyU3vA",0,0,0,0,0,0,0,1,0,0,0,0
"_Y1VHKKY9gpzzu-VSNXKew",0,0,0,0,0,0,0,0,0,0,0,0
"Gr5fzMkS_AwEVUv1-v88Rw",0,0,0,0,0,0,0,0,0,0,0,0
"_qBQjt3jaYK_a9_q4w61SA",0,0,0,0,0,0,0,0,0,0,2,0
"IdIQatp5HV1Q0H4NGUdbdw",0,0,0,0,0,0,0,0,0,0,0,0
"HktCgYYwFXQZOXGkEzCQ8Q",0,0,0,0,0,1,0,0,0,0,1,0
"fKgh_sIEAouYNYY1i0s0eA",0,0,0,0,0,0,0,0,0,0,0,0
"jC2yTkph-6AjU40W8WfKMw",0,1,0,0,0,0,0,0,0,0,0,0
"lyi7jv5MvAbHfb46h2o2Jg",0,0,0,0,0,0,0,1,0,1,0,0
"ch00VBplpb3rWNZFJzu5bw",0,0,0,0,0,0,0,0,0,0,0,0
"IIJwTiF-Qz7-FReKLDy8mQ",0,0,0,0,0,0,0,0,0,0,0,0
"b5onWYHXAOt8AVdPu1B_pw",0,1,0,0,0,0,0,1,0,0,0,0
"an6u1WWcN0KkInBtnG-fgQ",0,0,0,0,0,0,0,0,0,0,0,0
"f6uf4b-ejTwW-bbW_Y6OCg",0,0,0,0,0,0,0,0,0,0,0,0
